,company,car,tream,kilometer,year,price
575,brilliance,h330,mt,50000,1395,-1
576,hyundai,tucson,ix35-2.4l,86000,2012,-1
577,pride,151,plus,0,1400,160000000
578,peugeot,207,at,0,1400,445000000
579,hyundai,sonata,4cyl-automatic,187000,2011,785000000
580,kia,sportage,6cylinder,170000,2010,-1
581,kia,optima,gtline,0,2016,1400000000
582,kia,cerato,2000,80000,2015,930000000
583,bmw,5,series-sedan-528i,40000,2013,2300000000
584,peugeot,207,mt,30000,1399,-1
585,kia,optima,gtline,85000,2017,-1
586,tiba,sedan,lx,46500,1393,111500000
587,mercedes,benz,c-class-c200,80000,2014,-1
588,bmw,x4,28,90000,2015,-1
589,haima,s7,1.8l-turbo,50000,1397,600000000
590,porsche,cayman,s,60000,2012,-1
591,volkswagen,tiguan,,50000,2018,-1
592,peugeot,206,ir-type5,69000,1396,195000000
593,jac,j5,at,98300,1396,340000000
594,hyundai,azera,6cylinder,80000,2007,835000000
595,peugeot,405,slx,299000,1388,95000000
596,lexus,rx,350,150000,2012,2800000000
597,bmw,5,series-sedan-530i,180000,2008,940000000
598,hyundai,santafe,ix45-2700cc,124000,2012,1050000000
599,peugeot,206,ir-type2,120000,1395,175000000
600,bmw,3,series-sedan-328i,150000,2014,-1
601,volkswagen,tiguan,,40000,2018,-1
602,hyundai,verna,mt,160000,1385,155000000
603,toyota,corolla,gli,100000,2015,-1
604,pazhan,2doors,,0,1376,139000000
605,peugeot,206,ir-type2,5500,1398,227000000
606,peugeot,pars,cng,256000,1389,110000000
607,chery,arrizo6,excellent,17850,1398,745000000
608,hyundai,elantra,2.0l,5000,2017,-1
609,pride,sedan,,0,1385,-1
610,samand,x7,,390000,1383,62000000
611,mvm,x33s,at-sport,96000,1397,405000000
612,peugeot,pars,lx,79000,1393,195000000
613,ssang,yong,tivoli-elite,67000,2017,700000000
614,pride,131,se,126000,1394,83000000
615,haima,s7,1.8l-turbo,0,1399,745500000
616,brilliance,h220,mt,67000,1398,222000000
617,peugeot,206sd,v8,113000,1389,-1
618,brilliance,h330,at,24000,1397,335000000
619,saina,ex,mt,0,1400,160000000
620,renault,koleos,,235000,2012,700000000
621,hyundai,elantra,1.8l,150000,2014,760000000
622,toyota,landcruiser,4door-v6-4000cc,118000,2012,5300000000
623,toyota,aurion,sport,120000,2013,-1
624,renault,talisman,e3,60000,2017,-1
625,mercedes,benz,e-class-e200,100000,2014,2700000000
626,toyota,corolla,gli,125000,2007,410000000
627,hyundai,sonata,4cyl-automatic,80000,2016,1380000000
628,mazda,3,ir-type3,200000,1386,-1
629,peugeot,207,mt,77000,1396,-1
630,jac,s5,at-2000,70000,1395,550000000
631,hyundai,azera,6cylinder,180000,2009,720000000
632,citroen,c3,ir,45000,1398,-1
633,zotye,Ario,1.6l-manual,50000,1397,-1
634,hyundai,azera,6cylinder,250000,2010,-1
635,peugeot,206sd,v8,150000,1394,180000000
636,quick,manual,r,0,1400,-1
637,hyundai,azera,6cylinder,180000,2007,565000000
638,kia,mohave,v6,220000,2010,-1
639,hyundai,azera,6cylinder,170000,2009,750000000
640,hyundai,i30,,80000,2012,-1
641,nissan,teana,ir-xv,150000,1390,850000000
642,hyundai,sonata,hybrid-gls-plus,89000,2017,1395000000
643,nissan,maxima,ir-mt,180000,1388,-1
644,nissan,maxima,ir-at,200000,1386,-1
645,hyundai,coupe,at,210000,2008,-1
646,mazda,3,sedan-2.0l-type4,14000,1398,1050000000
647,kia,optima,basic,100000,2015,1280000000
648,kia,cerato,ir-2000-optional,34000,1396,-1
649,mazda,3,ir-type3,200000,1388,450000000
650,hyundai,sonata,4cyl-automatic,85000,2014,1160000000
651,hyundai,elantra,1.8l,120000,2014,-1
652,kia,cerato,2000,190000,2010,535000000
653,kia,sportage,gt-line,54000,2017,1720000000
654,nissan,maxima,ir-at,200000,1383,400000000
655,hyundai,sonata,hybrid-gls-plus,40000,2017,1480000000
656,pride,131,se,81000,1396,96000000
657,toyota,prado,2doors-4cylinder,170000,2008,1450000000
658,kia,rio,ir-mt,199000,1387,120000000
659,hyundai,azera,6cylinder,196000,2008,580000000
660,renault,koleos,,34500,2018,2200000000
661,peugeot,pars,at,150000,1392,200000000
662,mvm,x33s,at-sport,9000,1399,490000000
663,peugeot,pars,mt,6000,1399,268000000
664,hyundai,azera,6cylinder,0,2009,630000000
665,pride,131,se,40000,1396,117000000
666,dongfeng,h30,cross,31000,1396,300000000
667,bmw,5,series-sedan-528i,100000,2013,-1
668,hyundai,santafe,ix45-2400cc,120000,2016,-1
669,kia,optima,gtline,55000,2016,-1
670,kia,optima,basic,80000,2016,-1
671,peugeot,206,ir-type2,50000,1397,205000000
672,peugeot,206,ir-type2,290000,1385,90000000
673,mazda,3,sedan-2.0l-type4,55000,1396,880000000
674,hyundai,sonata,4cyl-automatic,161000,2014,920000000
675,peugeot,206,ir-type2,103000,1395,165000000
676,quick,at,full-plus,0,1400,240000000
677,kia,cerato,ir-2000-optional,0,1398,830000000
678,renault,talisman,e3,48000,2017,1290000000
679,renault,pars,tondar,45000,1397,310000000
680,peugeot,207,mt,90000,1396,248000000
681,nissan,zamyad,pickup-cng,0,1400,-1
682,saina,ex,mt,50000,1398,141000000
683,peugeot,207,at,30000,1397,360000000
684,jac,s5,at-2000,3000,1397,640000000
685,renault,megan,ir-2000,100000,1390,-1
686,hyundai,genesis,,230000,2010,-1
687,kia,cerato,2000,94000,2016,-1
688,kia,rio,ir-mt,188000,1387,125000000
689,peugeot,pars,mt,191000,1393,175000000
690,tiba,sedan,sx,0,1400,150000000
691,peugeot,405,glx,14000,1398,192000000
692,toyota,rav4,4wd,14000,2018,2590000000
693,peugeot,206sd,v8,100000,1396,-1
694,toyota,prado,2doors-4cylinder,190000,2008,1730000000
695,samand,lx,basic,15000,1399,230000000
696,runna,lx,,10000,1397,198000000
697,quick,manual,,0,1400,-1
698,peugeot,206,im,490000,2004,-1
699,toyota,c,hr-fwd,58000,2017,-1
700,peugeot,206,ir-type5,103000,1395,195000000
701,mercedes,benz,e-class-e250,48000,2016,-1
702,toyota,fj,cruiser,0,2011,-1
703,kia,cerato,ir-2000-optional,26000,1397,-1
704,peugeot,207,mt,110000,1397,-1
705,toyota,hilux,high-mt,177000,2014,-1
706,daewoo,racer,,0,1993,-1
707,mercedes,benz,e-class-e300,63000,2012,-1
708,toyota,fj,cruiser,140000,2013,3750000000
709,toyota,rav4,4wd,78000,2017,-1
710,kia,picanto,,61000,2016,-1
711,volvo,xc90,r-design,41000,2017,4950000000
712,jac,s5,at-2000,4800,1396,620000000
713,nissan,x,trail,22000,2017,-1
714,hummer,h2,,62000,2007,-1
715,hyundai,tucson,ix35-2.0l-4wd,38000,2017,-1
716,hyundai,veloster,,52000,2016,660000000
717,kia,sportage,basic,102000,2015,-1
718,saina,ex,mt,0,1400,160000000
719,hyundai,tucson,ix35-2.0l-4wd,99800,2017,1370000000
720,mercedes,benz,e-class-e63,100000,1984,-1
721,mercedes,benz,e-class-e250,21000,2016,-1
722,jac,s5,at-2000,5000,1399,720000000
723,hyundai,santafe,ix45-2400cc,21000,2015,1730000000
724,hyundai,azera,6cylinder,170000,2009,-1
725,saina,manual,plus,0,1400,183000000
726,chery,arrizo5,mt,23000,1399,440000000
727,hyundai,sonata,4cyl-automatic,60000,2014,1050000000
728,honda,accord,exb,93000,2015,1480000000
729,farda,sx5,,0,1400,749000000
730,peugeot,pars,at,50000,1389,250000000
731,pride,111,se,0,1398,-1
732,peugeot,405,glx,122000,1393,145000000
733,hyundai,santafe,ix45-2400cc,100000,2015,1380000000
734,hyundai,i30,,170000,2010,-1
735,renault,koleos,,82000,2014,850000000
736,kia,cerato,ir-2000-optional,33000,1397,-1
737,ds,5ls,,30000,2016,1150000000
738,renault,koleos,,20000,2018,2100000000
739,mitsubishi,asx,type4,54000,2015,1050000000
740,renault,koleos,,16500,2017,-1
741,hyundai,genesis,coupe,131000,2011,790000000
742,nissan,murano,se,229000,2008,595000000
743,hyundai,santafe,ix45-2400cc,0,2018,-1
744,bmw,x4,28,18000,2015,4500000000
745,amico,asna,4door,0,1398,-1
746,swm,g01,,0,1400,-1
747,bmw,5,series-sedan-528i,64000,2013,2250000000
748,bmw,x3,28,43000,2016,3150000000
749,toyota,prado,2doors-4cylinder,280000,2008,1200000000
750,peugeot,207,manual-panorama,0,1399,345000000
751,mercedes,benz,cls-class-cls500,83000,2013,-1
752,kia,optima,basic,85000,2014,980000000
753,porsche,macan,,34000,2017,5500000000
754,mvm,315,hatchback-sport,0,1396,195000000
755,peugeot,206,ir-type2,0,1399,-1
756,porsche,cayenne,v6,145000,2009,-1
757,porsche,cayenne,s,72000,2013,4500000000
758,samand,lx,ef7-cng,80000,1397,211800000
759,nissan,juke,skypack,72000,2017,960000000
760,bmw,7,series-730li,4000,2017,6750000000
761,bmw,x3,25,220000,2006,580000000
762,volkswagen,tiguan,,17000,2018,2800000000
763,toyota,landcruiser,4door-v6-4000cc,209300,2010,3350000000
764,peugeot,roa,basic,250000,1385,70000000
765,mazda,3,ir-type3,181000,1388,438000000
766,renault,safrane,2.5l-pe,55000,2015,-1
767,bmw,x3,28,45000,2014,2050000000
768,hyundai,verna,at,40000,1389,370000000
769,toyota,camry,hybrid-xle,60000,2016,1550000000
770,samand,lx,basic,30000,1397,-1
771,jac,s5,at-2000,3800,1400,710000000
772,haima,s7,1.8l-turbo,30000,1398,-1
773,bmw,4,series-convertible-428i,120000,2015,2400000000
774,mercedes,benz,van,200000,2007,-1
775,mitsubishi,asx,type4,88000,2013,-1
776,renault,tondar90,e2,100000,1394,240000000
777,bmw,x3,28,110000,2014,2150000000
778,peugeot,207,mt,52000,1398,-1
779,geely,emgrand7,rv-at,91000,2014,310000000
780,lifan,x50,at,65000,1394,207000000
781,hyundai,sonata,4cyl-automatic,160000,2011,-1
782,renault,captur,,66000,2017,-1
783,peugeot,206,ir-type2,20000,1398,209000000
784,mazda,323,mt,199000,1384,-1
785,bmw,x4,28,32500,2016,-1
786,runna,lx,,116500,1395,159000000
787,saina,manual,s,0,1400,-1
788,peugeot,206,ir-type2,100000,1394,165500000
789,kia,cerato,ir-2000-basic,120000,1396,-1
790,nissan,maxima,ir-mt,480000,1386,375000000
791,jac,s5,at-2000,57000,1396,568000000
792,peugeot,pars,mt,0,1400,-1
793,changan,cs35,ir,65000,1397,415000000
794,nissan,patrol,2door-ir,190000,1380,165000000
795,quick,manual,r,18000,1399,167000000
796,hyundai,tucson,ix35-2.7l,235000,2010,650000000
797,jac,j4,,9000,1398,335000000
798,peugeot,207,manual-panorama,0,1400,360000000
799,saina,ex,mt,0,1400,-1
800,hyundai,verna,at,250000,1389,-1
801,kia,opirus,,220000,2008,625000000
802,toyota,landcruiser,4door-v6-4000cc,175000,2010,3200000000
803,hyundai,tucson,ix35-2.4l,0,2013,930000000
804,peugeot,206,ir-type2,65000,1398,200000000
805,kia,cerato,ir-2000-optional,70000,1396,660000000
806,toyota,landcruiser,4door-v8-4700cc,270000,2006,2400000000
807,peugeot,206,ir-type5,49000,1396,235000000
808,jac,s3,at,0,1400,512000000
809,hyundai,azera,6cylinder,178000,2012,-1
810,brilliance,h330,at-1.65,31000,1397,360000000
811,bmw,3,series-sedan-320i,90000,2013,-1
812,citroen,c3,ir,8000,1398,820000000
813,mazda,3,sedan-2.0l-type4,5000,1398,950000000
814,kmc,k7,,0,1400,-1
815,rigan,coupa,royal,0,1398,970000000
816,mazda,3,sedan-2.0l-type4,50800,1395,-1
817,peugeot,206,ir-type2,2000,1399,-1
818,mercedes,benz,c-class-c200,57000,2013,-1
819,peugeot,207,mt,0,1400,-1
820,renault,tondar90,at,68000,1395,310000000
821,kia,sportage,basic,113000,2015,-1
822,jac,j5,at,130000,1396,350000000
823,renault,megan,ir-2000,43000,1390,-1
824,peugeot,207,automatic-panorama,0,1400,-1
825,renault,fluence,e4,65000,2017,840000000
826,ssang,yong,tivoli-elite,69000,2016,730000000
827,toyota,landcruiser,4door-v6-4000cc,167000,2010,3950000000
828,nissan,juke,sport,11000,2016,1200000000
829,bmw,x4,28,80000,2015,3300000000
830,pride,131,se,0,1399,-1
831,mercedes,benz,e-class-e250,42000,2015,3500000000
832,bmw,x3,28,50000,2015,2850000000
833,mercedes,benz,e-class-e350,117000,2012,2680000000
834,kia,cadenza,,80000,2013,1500000000
835,dena,plus,basic-manual,2000,1399,-1
836,haima,s7,1.8l-turbo,4000,1398,715000000
837,bmw,x4,28,72000,2015,-1
838,quick,manual,r,0,1400,170000000
839,borgward,bx7,ultimate,0,2018,1750000000
840,mercedes,benz,c-class-c280,156000,2008,-1
841,peugeot,207,mt,0,1399,324000000
842,peykan,pickup,cng,250000,1388,78000000
843,peugeot,206,ir-type2,6000,1399,222000000
844,lexus,is,convertible-300,70000,2010,1500000000
845,hyundai,sonata,4cyl-automatic,130000,2011,-1
846,kia,optima,gtline,0,2017,1720000000
847,peugeot,206sd,v8,338000,1390,-1
848,mercedes,benz,c-class-c350,60000,2012,-1
849,kia,mohave,v6,190000,2011,-1
850,hyundai,sonata,4cyl-automatic,50000,2016,-1
851,peugeot,207,mt,0,1400,-1
852,toyota,landcruiser,4door-v8-4700cc,230000,2006,-1
853,peugeot,206sd,v8,33000,1399,275000000
854,toyota,rav4,4wd,10000,2018,2260000000
855,kia,cerato,2000,19000,2018,1020000000
856,suzuki,grand,vitara-ir-at-2.4,110000,1396,870000000
857,hyundai,tucson,ix35-2.0l-4wd,38000,2017,1550000000
858,citroen,c3,ir,24000,1398,880000000
859,kia,optima,gtline,11350,2017,1880000000
860,mercedes,benz,e-class-e250,86000,2014,2650000000
861,saina,ex,mt,0,1400,155000000
862,peugeot,206,ir-type5,40000,1398,260000000
863,peugeot,207,mt,8000,1399,-1
864,pride,sedan,,26500,1387,62000000
865,mvm,x22,at-sport-excellent,22000,1399,435000000
866,tiba,sedan,sx,0,1396,110000000
867,jac,s3,at,0,1400,508000000
868,pride,111,se,33000,1398,133000000
869,bmw,x4,28,42000,2016,-1
870,pride,131,se,118000,1395,85000000
871,mazda,3,sedan-2.0l-type3,175000,1389,550000000
872,brilliance,h320,at,60000,1394,265000000
873,jac,s3,at,0,1400,-1
874,dena,,,0,1398,298000000
875,peugeot,pars,lx,143000,1395,231500000
876,quick,manual,,0,1400,169000000
877,hyundai,i20,,96000,2015,-1
878,renault,tondar90,e2,116000,1390,179000000
879,hyundai,tucson,ix35-2.7l,150000,2010,550000000
880,kia,optima,basic,150000,2014,-1
881,renault,tondar90,e0,159000,1389,151500000
882,quick,manual,,20000,1399,167500000
883,kia,optima,basic,117000,2012,952000000
884,peugeot,pars,lx,0,1400,-1
885,toyota,prado,2doors-4cylinder,91000,2012,-1
886,renault,koleos,,46000,2018,2150000000
887,lifan,x60,at,106000,1397,305500000
888,toyota,prado,2doors-4cylinder,160000,2012,2150000000
889,pride,111,se,75000,1396,115500000
890,mvm,315,sedan-sport,152000,1394,173500000
891,haima,s7,1.8l-turbo,120000,1397,668500000
892,suzuki,grand,vitara-ir-at-2.4,74000,1397,1035000000
893,nissan,murano,se,189000,2008,580000000
894,nissan,maxima,ir-at,336000,1382,342000000
895,jac,j5,at,81000,1395,310000000
896,hyundai,elantra,1.8l,72000,2015,853000000
897,daewoo,cielo,,263000,1382,68500000
898,hyundai,tucson,ix35-2.7l,313000,2010,465000000
899,mercedes,benz,s-class-s500,167000,1997,-1
900,hyundai,azera,6cylinder,0,2008,600000000
901,peykan,pickup,cng,220000,1385,76500000
902,nissan,maxima,ir-at,180000,1385,432500000
903,mercedes,benz,e-class-e240,208000,2003,545000000
904,dena,plus,basic-manual,40000,1398,270000000
905,ssang,yong,new-korando-optimum,132000,2015,693500000
906,lifan,620,1.8,112000,1393,183500000
907,lifan,x50,at,121000,1395,234500000
908,peugeot,405,glx,175000,1391,117500000
909,pride,111,se,28000,1398,135500000
910,toyota,camry,glx,263000,2007,595000000
911,mvm,110,4cylinder-mt,130000,1391,74500000
912,peugeot,206sd,v8,73000,1396,222500000
913,pride,131,se,87000,1395,107500000
914,peugeot,206,ir-type5,61000,1397,235500000
915,samand,lx,basic,92000,1395,166500000
916,mvm,315,sedan-basic,65000,1395,183500000
917,mazda,3,sedan-2.0l-type4,86000,1396,860000000
918,mercedes,benz,e-class-e200,0,2016,-1
919,mazda,323,at,258000,1385,240000000
920,renault,koleos,,60000,2017,1720000000
921,bmw,7,series-730li,47000,2017,-1
922,porsche,macan,,0,2018,-1
923,kia,carnival,,213000,2008,-1
924,dena,,,53000,1394,245000000
925,dena,,,80000,1394,238000000
926,toyota,rav4,4wd,69000,2016,-1
927,haima,s5,,11000,1398,630000000
928,porsche,macan,,15000,2018,-1
929,renault,talisman,e3,7000,2017,-1
930,lexus,lx,570,70000,2013,-1
931,toyota,landcruiser,4door-v6-4000cc,70000,2012,-1
932,mercedes,benz,e-class-e200,0,2017,-1
933,toyota,hilux,4door-mt,122000,2016,-1
934,mvm,x33s,at-sport,0,1400,-1
935,mercedes,benz,e-class-e240,180000,2003,695000000
936,dongfeng,h30,cross,27000,1398,310000000
937,rigan,coupa,royal,0,1398,-1
938,dongfeng,h30,cross,62000,1397,-1
939,toyota,yaris,,155000,2010,-1
940,volkswagen,tiguan,,28000,2018,-1
941,kia,cerato,koup,270000,2010,700000000
942,hyundai,santafe,ix45-2400cc,90000,2015,-1
943,peugeot,206,ir-type2,0,1399,235000000
944,mvm,x33s,at-sport,0,1400,-1
945,renault,koleos,,32000,2017,-1
946,renault,pars,tondar,0,1398,365000000
947,chery,arrizo5te,at-excellent,15200,1399,-1
948,peugeot,pars,lx,1000,1399,-1
949,nissan,teana,im,144000,2010,750000000
950,bmw,3,series-sedan-318i,240000,1978,310000000
951,nissan,maxima,ir-at,120000,1390,650000000
952,toyota,prado,4doors-6cylinderoffroad,150000,2010,3400000000
953,toyota,rav4,4wd,101000,2014,1580000000
954,mitsubishi,mirage,,0,2018,765000000
955,lexus,nx,hybrid-300h-f-sport,79000,2016,2650000000
956,hyundai,sonata,4cyl-automatic,140000,2011,-1
957,bmw,x3,28,77000,2015,-1
958,hyundai,tucson,ix35-2.0l-4wd,50000,2017,1550000000
959,toyota,prado,2doors-4cylinder,91000,2013,2500000000
960,peugeot,207,at,86000,1397,295000000
961,mercedes,benz,e-class-e250,24000,2014,-1
962,alfa,romeo,giulietta,46000,2016,1050000000
963,peugeot,206,ir-type2,7000,1399,232000000
964,kia,sorento,gtline,47000,2017,2350000000
965,mvm,x33s,at-sport,0,1400,-1
966,peugeot,206,ir-type5,160000,1394,185000000
967,kia,cerato,ir-2000-basic,170000,1395,570000000
968,peugeot,pars,mt,170000,1392,125000000
969,bmw,x4,28,45000,2015,-1
970,mvm,x55,excellent-sport,0,1400,-1
971,peugeot,206sd,v8,188000,1386,135000000
972,mvm,x33s,at-sport,0,1400,-1
973,hyundai,i30,,120000,2011,500000000
974,bmw,7,series-730li,0,2017,-1
975,mercedes,benz,e-class-e240,107000,2003,-1
976,jac,j5,at,95000,1394,300000000
977,toyota,camry,glx,72000,2014,1350000000
978,hyundai,santafe,ix45-2700cc,150000,2010,745000000
979,volkswagen,beetle,,25000,2013,1360000000
980,chery,arrizo5,at-excellent,96000,1395,355000000
981,toyota,prado,2doors-4cylinder,110000,2007,1500000000
982,toyota,aurion,grande,140000,2013,-1
983,mercedes,benz,cls-class-cls350,140000,2009,1900000000
984,kia,sorento,basic,83000,2016,-1
985,peugeot,206,ir-type5,48000,1396,189000000
986,toyota,camry,hybrid-xle,110000,2015,1580000000
987,peugeot,206sd,v8,46000,1396,228000000
988,renault,sandero,at,82000,1396,405000000
989,nissan,zamyad,pickup-diesel,205000,1392,218000000
990,kia,cerato,ir-2000-optional,50000,1396,650000000
991,mercedes,benz,s-class-s350,120000,2008,3000000000
992,pride,111,ex,70000,1390,87000000
993,mercedes,benz,s-class-s500,44000,2013,-1
994,toyota,rav4,4wd,78000,2017,-1
995,chery,tiggo5,ie,0,1397,-1
996,peugeot,pars,mt,125000,1395,178000000
997,peugeot,206,ir-type2,256000,1387,130000000
998,peugeot,pars,lx,120000,1394,210000000
999,hyundai,santafe,ix45-2400cc,24000,2017,-1
1000,mitsubishi,asx,type4,52000,2017,-1
1001,nissan,murano,le,165000,2009,695000000
1002,lexus,nx,hybrid-300h,6000,2016,-1
1003,peugeot,206,ir-type5,46000,1397,240000000
1004,dongfeng,h30,cross,68820,1396,285000000
1005,alfa,romeo,giulietta,50000,2016,-1
1006,peugeot,207,mt,0,1400,330000000
1007,dena,plus,turbo-automatic,0,1399,445000000
1008,toyota,c,hr-hybrid,0,2018,-1
1009,bmw,7,series-730li,0,2017,-1
1010,hyundai,azera,4cylinder,14000,2019,-1
1011,ssang,yong,rexton-ir-g4,0,1400,-1
1012,bmw,7,series-730li,15000,2017,-1
1013,bmw,x4,28,55000,2017,4100000000
1014,mini,cooper,5door,0,2018,-1
1015,bmw,3,series-convertible-335i,165000,2009,1340000000
1016,volkswagen,tiguan,,45000,2018,-1
1017,porsche,panamera,v6,42000,2012,-1
1018,bmw,7,series-730li,0,2017,-1
1019,audi,TT,Convertible,120000,2008,-1
1020,porsche,macan,,52000,2017,-1
1021,peugeot,206,ir-type5,16000,1399,275000000
1022,dena,,,100000,1396,242000000
1023,bmw,4,series-convertible-428i,25000,2016,-1
1024,ds,5,,93000,2015,-1
1025,bmw,5,series-sedan-528i,67000,2013,-1
1026,pride,sedan,,250000,1389,57000000
1027,mercedes,benz,e-class-e250,65000,2015,-1
1028,porsche,macan,,30000,2017,-1
1029,peugeot,206,ir-type2,234000,1390,128000000
1030,quick,manual,,0,1400,-1
1031,peugeot,207,automatic-panorama,0,1400,430000000
1032,bmw,4,series-coupe-420i,19000,2015,2630000000
1033,bmw,x1,18,79000,2015,1360000000
1034,peugeot,207,mt,0,1399,325000000
1035,mvm,x55,excellent-sport,0,1400,-1
